name,difficulty,would_take_again,num_ratings,quality,department,link
Erica Weber,N/A,N/A,1 ratings,5.0,Psychology,https://www.ratemyprofessors.com/professor/1639852
Nazera Wright,100%,100%,5 ratings,4.0,English,https://www.ratemyprofessors.com/professor/1641910
Ann Kingsolver,88%,88%,7 ratings,1.8,History,https://www.ratemyprofessors.com/professor/1647649
William Maloney,N/A,N/A,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/1653246
Kayla Blyman,100%,100%,6 ratings,2.7,Mathematics,https://www.ratemyprofessors.com/professor/1654424
Nathan Miller,N/A,N/A,5 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1655191
Tim Fitzjohn,100%,100%,12 ratings,4.4,Philosophy,https://www.ratemyprofessors.com/professor/1655913
Morgan Schreffler,N/A,N/A,13 ratings,4.7,Mathematics,https://www.ratemyprofessors.com/professor/1655982
Nathaniel Craddock,N/A,N/A,2 ratings,4.0,Music,https://www.ratemyprofessors.com/professor/1657705
Brandi Pope,N/A,N/A,1 ratings,4.0,Communication,https://www.ratemyprofessors.com/professor/1660479
Randi Campbell,N/A,N/A,1 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/1660837
Thomas Ryan Curry,N/A,N/A,6 ratings,4.3,Mathematics,https://www.ratemyprofessors.com/professor/1661090
Adam Blincoe,N/A,N/A,1 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/1661272
James Sharpe,N/A,N/A,5 ratings,4.6,Economics,https://www.ratemyprofessors.com/professor/1661820
Tim Taylor,100%,100%,4 ratings,4.2,Engineering,https://www.ratemyprofessors.com/professor/1691033
Czarena Crofcheck,N/A,N/A,4 ratings,4.0,Engineering,https://www.ratemyprofessors.com/professor/1691498
Nada Majzoub,N/A,N/A,7 ratings,5.0,Modern and Classical Languages,https://www.ratemyprofessors.com/professor/1691647
Andrew Hitron,N/A,N/A,1 ratings,3.5,Chemistry,https://www.ratemyprofessors.com/professor/1692040
Jason Headrick,100%,100%,1 ratings,3.5,Agriculture,https://www.ratemyprofessors.com/professor/1692330
Charles Madinger,N/A,N/A,8 ratings,4.2,Theological Studies,https://www.ratemyprofessors.com/professor/1693401
Sarah Nelson,N/A,N/A,4 ratings,2.8,Mathematics,https://www.ratemyprofessors.com/professor/1695480
Adam Farmer,N/A,N/A,1 ratings,5.0,Marketing,https://www.ratemyprofessors.com/professor/1698674
Yinglei LI,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/1699298
Helen Turner,100%,100%,9 ratings,4.4,Design,https://www.ratemyprofessors.com/professor/1702310
Travis Martin,N/A,N/A,10 ratings,4.5,English,https://www.ratemyprofessors.com/professor/1702934
Kaitlyne Motl,100%,100%,7 ratings,3.6,Sociology,https://www.ratemyprofessors.com/professor/1703321
Jeff Ovall,N/A,N/A,4 ratings,4.3,Mathematics,https://www.ratemyprofessors.com/professor/1703813
Dave O''Fallon,N/A,N/A,1 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1704334
Simeon Nanovsky,100%,100%,1 ratings,4.0,Economics,https://www.ratemyprofessors.com/professor/1704406
Emily Marshall,N/A,N/A,8 ratings,4.5,Economics,https://www.ratemyprofessors.com/professor/1704408
Roger Boulay,N/A,N/A,6 ratings,4.5,Art,https://www.ratemyprofessors.com/professor/1706030
Aileen Carroll,N/A,N/A,4 ratings,4.3,Philosophy,https://www.ratemyprofessors.com/professor/1706732
Jennifer Lynn Hudgens Brown,N/A,N/A,3 ratings,4.3,Philosophy,https://www.ratemyprofessors.com/professor/1706804
Carolyn Troha,N/A,N/A,3 ratings,1.5,Mathematics,https://www.ratemyprofessors.com/professor/1706922
Jennifer Cramer,100%,100%,12 ratings,4.6,English,https://www.ratemyprofessors.com/professor/1707133
Amanda Boczar,N/A,N/A,8 ratings,4.8,English,https://www.ratemyprofessors.com/professor/1707665
Michael Baker,100%,100%,9 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1707872
Louis Brock,N/A,N/A,3 ratings,1.0,Mechanical Engineering,https://www.ratemyprofessors.com/professor/1708539
Margot Wielgus,N/A,N/A,6 ratings,4.3,Philosophy,https://www.ratemyprofessors.com/professor/1683027
Jennifer Goodlander,N/A,N/A,0 ratings,0.0,Theater,https://www.ratemyprofessors.com/professor/1683170
Grant Thompson,N/A,N/A,0 ratings,0.0,Arts & Sciences,https://www.ratemyprofessors.com/professor/1683870
Kay Hoffman,N/A,N/A,1 ratings,4.0,Social Work,https://www.ratemyprofessors.com/professor/1684678
Jason Smith,N/A,N/A,0 ratings,0.0,Finance,https://www.ratemyprofessors.com/professor/1685671
Sara Wylie A. VanMeter,N/A,N/A,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/1690078
Catherine Herdman,N/A,N/A,0 ratings,0.0,Sociology,https://www.ratemyprofessors.com/professor/1720463
Hyun Ju Jeong,100%,100%,9 ratings,4.2,Communication,https://www.ratemyprofessors.com/professor/1721137
Moesis Castillo,100%,100%,4 ratings,3.9,Languages,https://www.ratemyprofessors.com/professor/1721156
Victoria Knight,N/A,N/A,2 ratings,5.0,Special Education,https://www.ratemyprofessors.com/professor/1724195
Jessica Holland,N/A,N/A,5 ratings,3.4,English,https://www.ratemyprofessors.com/professor/1724596
Xin LI,N/A,N/A,0 ratings,0.0,Electrical Engineering,https://www.ratemyprofessors.com/professor/1725244
Qian Fan,N/A,N/A,1 ratings,2.5,Statistics,https://www.ratemyprofessors.com/professor/1725350
Renee Kaufmann,100%,100%,7 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/1727024
Paul Dolloff,100%,100%,2 ratings,4.5,Electrical Engineering,https://www.ratemyprofessors.com/professor/1706978
Chris Colvin,N/A,N/A,2 ratings,4.0,Writing,https://www.ratemyprofessors.com/professor/1708977
Valerie Fuchs,N/A,N/A,3 ratings,3.3,Art,https://www.ratemyprofessors.com/professor/1745810
Jay Embree,N/A,N/A,2 ratings,4.0,Statistics,https://www.ratemyprofessors.com/professor/1746351
David Luke,100%,100%,16 ratings,5.0,Sociology,https://www.ratemyprofessors.com/professor/1749014
Richard Riggs,N/A,N/A,2 ratings,3.5,Education,https://www.ratemyprofessors.com/professor/1749692
Hannah Legris,N/A,N/A,2 ratings,4.3,English,https://www.ratemyprofessors.com/professor/1750319
Andrea Sell,N/A,N/A,6 ratings,4.2,Psychology,https://www.ratemyprofessors.com/professor/1750490
Kayla Sheppard,N/A,N/A,4 ratings,4.4,French,https://www.ratemyprofessors.com/professor/1750609
Bert Lynn,100%,100%,7 ratings,3.0,Chemistry,https://www.ratemyprofessors.com/professor/1751128
Lucian Taylor,100%,100%,2 ratings,3.8,Physical Education,https://www.ratemyprofessors.com/professor/1714944
Bethney Wilson,N/A,N/A,7 ratings,4.3,Communication,https://www.ratemyprofessors.com/professor/1716150
Jonathan Hasford,N/A,N/A,3 ratings,4.5,Marketing,https://www.ratemyprofessors.com/professor/1716589
Lennon Michalski,N/A,N/A,13 ratings,4.8,Art,https://www.ratemyprofessors.com/professor/1716633
Robert Davis,N/A,N/A,3 ratings,4.3,Mathematics,https://www.ratemyprofessors.com/professor/1718761
Stefan Bird-Pollan,67%,67%,6 ratings,3.6,Philosophy,https://www.ratemyprofessors.com/professor/1718995
Matthew Wilson,100%,100%,22 ratings,4.4,Geography,https://www.ratemyprofessors.com/professor/1719262
Rhonda Reeves,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/1720360
Thomas Wallace,25%,25%,8 ratings,3.5,Honors,https://www.ratemyprofessors.com/professor/1757029
Mark Stuhlfaut,N/A,N/A,2 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/1757472
John Egger,N/A,N/A,6 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1757906
Thomas Adams,34%,34%,23 ratings,3.4,Communication,https://www.ratemyprofessors.com/professor/1758021
Ruigang Yang,100%,100%,5 ratings,3.3,Computer Science,https://www.ratemyprofessors.com/professor/1759156
Jane Hayes,100%,100%,2 ratings,4.3,Computer Science,https://www.ratemyprofessors.com/professor/1759164
William Gervais,100%,100%,3 ratings,4.2,Psychology,https://www.ratemyprofessors.com/professor/1759173
Joanne Cattafesta,N/A,N/A,10 ratings,2.9,Communication,https://www.ratemyprofessors.com/professor/1759616
Christina Williams,N/A,N/A,7 ratings,3.4,English,https://www.ratemyprofessors.com/professor/1727667
Carlton Craig,N/A,N/A,0 ratings,0.0,Social Work,https://www.ratemyprofessors.com/professor/1732635
Mark Lattin,N/A,N/A,2 ratings,4.8,Not Specified,https://www.ratemyprofessors.com/professor/1735579
James B Campbell,100%,100%,2 ratings,5.0,Fine Arts,https://www.ratemyprofessors.com/professor/1737043
Jason Grant,100%,100%,2 ratings,4.3,French,https://www.ratemyprofessors.com/professor/1738088
Xin Hong,N/A,N/A,0 ratings,0.0,Finance,https://www.ratemyprofessors.com/professor/1739003
Clinton Hines,34%,34%,49 ratings,3.4,Mathematics,https://www.ratemyprofessors.com/professor/1742005
Matthew Gentry,N/A,N/A,1 ratings,5.0,Biology,https://www.ratemyprofessors.com/professor/1743399
Ashley Dewitt,100%,100%,6 ratings,4.5,English,https://www.ratemyprofessors.com/professor/1765742
Candice Davis,N/A,N/A,4 ratings,3.9,Education,https://www.ratemyprofessors.com/professor/1765948
Lee Bullock,100%,100%,1 ratings,4.0,English,https://www.ratemyprofessors.com/professor/1765978
Anthony Isaacs,0%,0%,9 ratings,3.7,Health Science,https://www.ratemyprofessors.com/professor/1766047
Brandi Byrd,N/A,N/A,0 ratings,0.0,Writing,https://www.ratemyprofessors.com/professor/1766563
Chris Ledford,N/A,N/A,17 ratings,4.7,Political Science,https://www.ratemyprofessors.com/professor/1769259
Yoko Kusunose,100%,100%,12 ratings,4.5,Economics,https://www.ratemyprofessors.com/professor/1770918
Aida Revuelta,N/A,N/A,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1771389
David Berry,50%,50%,3 ratings,2.7,Psychology,https://www.ratemyprofessors.com/professor/1753049
Stephanie Beasley,N/A,N/A,3 ratings,3.3,Languages,https://www.ratemyprofessors.com/professor/1754129
Ana Herrera,0%,0%,9 ratings,2.3,Economics,https://www.ratemyprofessors.com/professor/1754298
Lindi Campbell,N/A,N/A,2 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/1754593
Joan Braune,N/A,N/A,1 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/1754772
Liam Solus,N/A,N/A,2 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/1755093
Geri Philpott,100%,100%,3 ratings,3.7,Environmental Science,https://www.ratemyprofessors.com/professor/1755188
Andrea Holliger,N/A,N/A,1 ratings,4.5,English,https://www.ratemyprofessors.com/professor/1756484
Martin Montgomery,N/A,N/A,10 ratings,2.6,Mathematics,https://www.ratemyprofessors.com/professor/1759693
Rebecca Huffman,N/A,N/A,5 ratings,4.4,English,https://www.ratemyprofessors.com/professor/1761163
Megan Gier,N/A,N/A,6 ratings,4.9,Mathematics,https://www.ratemyprofessors.com/professor/1761417
Jacob Affolter,N/A,N/A,3 ratings,4.0,Philosophy,https://www.ratemyprofessors.com/professor/1762876
Lori Larusso,N/A,N/A,1 ratings,5.0,Fine Arts,https://www.ratemyprofessors.com/professor/1763017
Ashleigh Hardin,N/A,N/A,15 ratings,2.6,English,https://www.ratemyprofessors.com/professor/1765709
Andrew Casto,N/A,N/A,5 ratings,4.6,English,https://www.ratemyprofessors.com/professor/1765739
Christy Bohl,100%,100%,6 ratings,4.2,History,https://www.ratemyprofessors.com/professor/1765740
Steven Alvarez,N/A,N/A,5 ratings,3.9,Writing,https://www.ratemyprofessors.com/professor/1771456
Carrie Gordy,0%,0%,4 ratings,3.5,Nursing,https://www.ratemyprofessors.com/professor/1771717
Nathan Shank,N/A,N/A,1 ratings,3.5,English,https://www.ratemyprofessors.com/professor/1775642
John McCluskey,N/A,N/A,5 ratings,4.9,Music,https://www.ratemyprofessors.com/professor/1776296
Rita Dibello,N/A,N/A,2 ratings,1.3,English,https://www.ratemyprofessors.com/professor/1776622
Bernhard Hennig,N/A,N/A,2 ratings,2.0,Nutrition,https://www.ratemyprofessors.com/professor/1778060
David Hardesty,N/A,N/A,4 ratings,4.0,Marketing,https://www.ratemyprofessors.com/professor/1778560
Yue Cai,N/A,N/A,5 ratings,3.3,Mathematics,https://www.ratemyprofessors.com/professor/1779251
Diane Andal,N/A,N/A,1 ratings,5.0,Business,https://www.ratemyprofessors.com/professor/1779670
Patrick Spence,100%,100%,2 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/1780244
Karen Langer,N/A,N/A,1 ratings,5.0,Writing,https://www.ratemyprofessors.com/professor/1781208
Graham Rowles,34%,34%,18 ratings,3.0,Graduate Studies,https://www.ratemyprofessors.com/professor/1781449
Jeremy Kisling,100%,100%,3 ratings,4.7,Theater,https://www.ratemyprofessors.com/professor/1781772
Edward Strohmeier,N/A,N/A,4 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1782543
Luke Moe,N/A,N/A,3 ratings,4.0,Agriculture,https://www.ratemyprofessors.com/professor/1783180
Akers David,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/1783803
Lisa Conley,N/A,N/A,2 ratings,4.5,Sociology,https://www.ratemyprofessors.com/professor/1784089
Shannon Bell,N/A,N/A,2 ratings,4.5,Sociology,https://www.ratemyprofessors.com/professor/1784098
Michael Oliver,N/A,N/A,1 ratings,3.5,Social Work,https://www.ratemyprofessors.com/professor/1787064
Jenna Goldsmith,100%,100%,3 ratings,4.5,Writing,https://www.ratemyprofessors.com/professor/1788542
Michael Strawser,N/A,N/A,3 ratings,4.7,Communication,https://www.ratemyprofessors.com/professor/1788767
David Hildebrand,N/A,N/A,1 ratings,1.0,Agriculture,https://www.ratemyprofessors.com/professor/1789041
Alexander Vazsonyi,100%,100%,4 ratings,2.9,Family Studies,https://www.ratemyprofessors.com/professor/1789382
Chris Richards,N/A,N/A,10 ratings,4.3,Chemistry,https://www.ratemyprofessors.com/professor/1790037
Kyle Perry,100%,100%,2 ratings,5.0,Engineering,https://www.ratemyprofessors.com/professor/1790203
Jan Odom-Forren,N/A,N/A,0 ratings,0.0,Nursing,https://www.ratemyprofessors.com/professor/1790537
Brandyn Heyser,N/A,N/A,3 ratings,2.5,Architecture,https://www.ratemyprofessors.com/professor/1790668
Alayna Wilburn,N/A,N/A,3 ratings,4.8,English,https://www.ratemyprofessors.com/professor/1791352
Hannah Ruehl,58%,58%,14 ratings,2.7,Communication,https://www.ratemyprofessors.com/professor/1791419
David Cesler,100%,100%,2 ratings,3.8,Fine Arts,https://www.ratemyprofessors.com/professor/1791422
Janet Stamatel,25%,25%,7 ratings,3.5,Sociology,https://www.ratemyprofessors.com/professor/1791934
Clay Shields,N/A,N/A,1 ratings,4.5,English,https://www.ratemyprofessors.com/professor/1792471
Shelly Johnson,N/A,N/A,5 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/1816867
Nicole Clowney,100%,100%,2 ratings,4.0,Classics,https://www.ratemyprofessors.com/professor/1817006
Rachel Price,N/A,N/A,2 ratings,2.3,Communication,https://www.ratemyprofessors.com/professor/1817800
Sara Shaunfield,N/A,N/A,7 ratings,3.8,Communication,https://www.ratemyprofessors.com/professor/1818274
Susie Thiel,100%,100%,7 ratings,4.5,Fine Arts,https://www.ratemyprofessors.com/professor/1819271
Joe Rey-Barreau,100%,100%,13 ratings,4.5,Design,https://www.ratemyprofessors.com/professor/1819388
Matthew Savage,100%,100%,6 ratings,4.3,Communication,https://www.ratemyprofessors.com/professor/1822673
Keith Buhler,100%,100%,33 ratings,4.5,Philosophy,https://www.ratemyprofessors.com/professor/1822771
William Cooper,0%,0%,4 ratings,4.1,Communication,https://www.ratemyprofessors.com/professor/1803507
Laura Reinholde,N/A,N/A,2 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1803683
Rebecca O'Brien,N/A,N/A,1 ratings,4.0,Music,https://www.ratemyprofessors.com/professor/1805547
Dan Sheffler,80%,80%,13 ratings,4.2,Philosophy,https://www.ratemyprofessors.com/professor/1805550
Amy Lawyer,100%,100%,2 ratings,4.0,Architecture,https://www.ratemyprofessors.com/professor/1806083
Sasikumar Balasundaram,N/A,N/A,4 ratings,4.8,Anthropology,https://www.ratemyprofessors.com/professor/1806753
Andrew Stainback,N/A,N/A,2 ratings,3.8,Environmental Science,https://www.ratemyprofessors.com/professor/1807082
Christie Pavey,N/A,N/A,1 ratings,4.0,Classics,https://www.ratemyprofessors.com/professor/1807137
Brad Kerns,100%,100%,4 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1835057
Carrie Osterhage,100%,100%,2 ratings,4.3,Languages,https://www.ratemyprofessors.com/professor/1835212
Ashley Ruderman,72%,72%,14 ratings,3.7,Women's Studies,https://www.ratemyprofessors.com/professor/1836455
Tonimarie Marchioni,N/A,N/A,1 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1836767
Elizabeth Csima,N/A,N/A,33 ratings,1.7,Mathematics,https://www.ratemyprofessors.com/professor/1836793
Brittany Lash,N/A,N/A,2 ratings,4.3,Communication,https://www.ratemyprofessors.com/professor/1836960
Josh Pierce,100%,100%,3 ratings,5.0,Finance,https://www.ratemyprofessors.com/professor/1837777
Morgan Dow,N/A,N/A,6 ratings,3.8,Philosophy,https://www.ratemyprofessors.com/professor/1838124
Wei LI,34%,34%,11 ratings,2.6,Engineering,https://www.ratemyprofessors.com/professor/1839561
Jenna Reno,N/A,N/A,4 ratings,4.6,Communication,https://www.ratemyprofessors.com/professor/1839597
Emily Bushnell,N/A,N/A,4 ratings,4.3,Communication,https://www.ratemyprofessors.com/professor/1840177
Stephanie Quinlan,N/A,N/A,9 ratings,4.3,Communication,https://www.ratemyprofessors.com/professor/1842110
Nola Almageni,N/A,N/A,3 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/1842111
Jon Wertzler,N/A,N/A,2 ratings,4.5,Management,https://www.ratemyprofessors.com/professor/1842285
Joseph Chappell,N/A,N/A,5 ratings,2.7,Agriculture,https://www.ratemyprofessors.com/professor/1842456
Carlos Lamarche,100%,100%,5 ratings,4.9,Business,https://www.ratemyprofessors.com/professor/1843041
Feifei Helian,N/A,N/A,2 ratings,3.5,Languages,https://www.ratemyprofessors.com/professor/1843144
James Vanderpool,N/A,N/A,4 ratings,1.5,Fine Arts,https://www.ratemyprofessors.com/professor/1843785
Amy Taylor,100%,100%,15 ratings,4.7,History,https://www.ratemyprofessors.com/professor/1844115
Rose Pennington,N/A,N/A,8 ratings,4.8,Family Studies,https://www.ratemyprofessors.com/professor/1844555
Erin Woloschek,N/A,N/A,5 ratings,4.9,French,https://www.ratemyprofessors.com/professor/1845631
Christine Fulmer,N/A,N/A,4 ratings,4.6,Social Work,https://www.ratemyprofessors.com/professor/1848806
Young Laura,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/1848913
Robert Henson,N/A,N/A,1 ratings,4.0,Film,https://www.ratemyprofessors.com/professor/1849990
Robert Sewell,N/A,N/A,4 ratings,4.5,Fine Arts,https://www.ratemyprofessors.com/professor/1852151
Joseph Straley,50%,50%,6 ratings,1.9,Physics,https://www.ratemyprofessors.com/professor/1852173
Lee Kirven,N/A,N/A,4 ratings,3.1,Languages,https://www.ratemyprofessors.com/professor/1852389
Dirk Mateer,N/A,N/A,21 ratings,4.7,Economics,https://www.ratemyprofessors.com/professor/1852406
Laura Graham,N/A,N/A,1 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/1852705
